,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
189,0.17907967104329917,5.649592638965142e-05,receive COLLAGEN send MIF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
191,0.17908224702941336,5.648178534135774e-05,send ESAM send TGFb,"Osteoblasts, Smoothmuscle, HSC, Pericytes","ECArteriolar, Osteoblasts, ECArteriar, ECSinusoidal"
190,0.17908224702941336,5.648178534135774e-05,receive ESAM send TGFb,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",Osteoblasts
112,0.17950384224940416,5.421191597921449e-05,receive GALECTIN send PARs,"EoBaso prog, small preB, Mk prog, Ery prog, MEP, EryMk prog, CMP, large preB, proB, CLP, LMPPs","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
42,0.17996518641866724,5.1826881488809695e-05,receive CD34 send MHC-I,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, HSC, lin, ECArteriar, CLP, ECArteriolar, LMPPs","T cells, NK cells"
31,0.180147731746452,5.09108281585934e-05,receive CD34 receive SEMA4,"EoBaso prog, Mono prog, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, Osteoblasts, LMPPs, Monocytes","EoBaso prog, Mono prog, B cell, Fibroblasts, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, ECArteriolar, Osteoblasts, LMPPs, Monocytes"
188,0.18120880015958826,4.588185442755427e-05,send IL16 send SELL,"GranMono prog, Mono prog, LMPPs, Dendritic cells","Dendritic cells, GMP, CMP, MPP, ECArteriar, ECArteriolar"
194,0.18235647818817266,4.09727063336424e-05,send GRN send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Schwanncells","ECArteriolar, Schwanncells, Myofibroblasts, ECSinusoidal"
146,0.1824739723234863,4.049918049108762e-05,send GRN receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, CLP, Dendritic cells, GranMono prog, GMP, MPP, CMP, lin, LMPPs, T cells, Monocytes",Schwanncells
95,0.18358472297148354,3.627134336051361e-05,receive PECAM1 send SELL,"EoBaso prog, Mono prog, small preB, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal","Mono prog, GranMono prog, GMP, MPP, CMP, ECArteriar, ECArteriolar, LMPPs"
96,0.18358472297148354,3.627134336051361e-05,send PECAM1 send SELL,"EoBaso prog, Mono prog, small preB, B cell, Dendritic cells, GranMono prog, Schwanncells, GMP, MPP, CMP, T cells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, Schwanncells, GMP, MPP, CMP, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal"
152,0.18365518286798285,3.6017758058966115e-05,receive BAFF receive SELPLG,"T cells, Neutrophils, small preB","EoBaso prog, Mono prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, Neutrophils, CMP, lin, MPP, CLP, LMPPs, Monocytes"
192,0.18389926047546887,3.5152237652193075e-05,send ANGPTL receive IFN-II,NK cells,"MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
201,0.1842963548873966,3.378605059568661e-05,send ANNEXIN send MHC-I,T cells,Neutrophils
182,0.1844348011534502,3.332166792116256e-05,send ANNEXIN send CCL,Neutrophils,"Neutrophils, Monocytes"
202,0.1851280352685442,3.1085894998452464e-05,send CD34 receive ESAM,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",ECSinusoidal
203,0.1851280352685442,3.1085894998452464e-05,send CD34 send ESAM,"Smoothmuscle, HSC, ECSinusoidal, Pericytes","ECArteriolar, ECArteriar, ECSinusoidal"
198,0.18531990518307254,3.0492663440835247e-05,send MHC-II receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",Dendritic cells
164,0.18533711832238445,3.0439970681395564e-05,send PARs send SELPLG,"Mk prog, Neutrophils, LMPPs, NK cells, Neutro prog, EryMk prog, Dendritic cells, MEP, GranMono prog, HSC, CLP, Monocytes, Mono prog, B cell, ECSinusoidal, Ery prog, CMP, Myofibroblasts, T cells","Mk prog, B cell, Dendritic cells, MEP, Ery prog, EryMk prog, GranMono prog, CMP, HSC, Myofibroblasts, CLP, ECArteriolar, LMPPs, ECSinusoidal"
206,0.18661497532445045,2.6760337043777963e-05,send CD34 receive PDGF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes",ECSinusoidal
207,0.1868192067444056,2.62128427591508e-05,send CXCL send MHC-I,T cells,"NK cells, Dendritic cells"
208,0.18689587262420745,2.601007551791076e-05,send ESAM send MHC-II,Dendritic cells,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
209,0.18689587262420745,2.601007551791076e-05,receive ESAM send MHC-II,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes",Dendritic cells
204,0.18690237929146888,2.599293521153491e-05,send CD34 send FGF,"MSPCAdipo, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal","Chondrocytes, ECSinusoidal"
195,0.1877006121358218,2.396952533558475e-05,send FGF receive SELL,"Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, Neutrophils, CMP, CLP, LMPPs, Monocytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
197,0.18803535481988384,2.31662660234225e-05,send CCL receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",Neutrophils
100,0.18891969753008553,2.1165222532068112e-05,receive BAFF send CD34,Neutrophils,"ECSinusoidal, HSC"
68,0.18990778067033892,1.9123746674022192e-05,receive CD34 send IL16,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, ECArteriolar, LMPPs",Dendritic cells
35,0.1906885320103339,1.7644365105269405e-05,send CCL receive GALECTIN,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, MEP, EryMk prog, CMP, lin, large preB, proB, CLP, ECArteriolar, LMPPs, Monocytes","Neutrophils, Monocytes"
213,0.19208017881516806,1.5273133583723694e-05,send CD45 send CD52,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP","B cell, ECSinusoidal"
212,0.1920801788151681,1.527313358372358e-05,send CD52 send CD45,B cell,"B cell, CLP"
214,0.1920801788151681,1.527313358372358e-05,send CD52 receive CD22,B cell,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
215,0.19218363434575528,1.5109519857434798e-05,receive BAFF send MHC-II,Neutrophils,Dendritic cells
193,0.192416800149279,1.4746858420806469e-05,send MHC-I send PARs,"T cells, NK cells",HSC
187,0.19329441707598785,1.3454646390384792e-05,receive CD34 send MHC-II,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, HSC, ECArteriar, CLP, ECArteriolar, LMPPs",Dendritic cells
219,0.19401050486588692,1.2480798764562103e-05,send CD52 send CD34,HSC,CLP
220,0.19451259746359292,1.1838377538379761e-05,receive BAFF send PARs,Neutrophils,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
224,0.19536048390442365,1.0824362641592762e-05,send ANGPT receive BAFF,Neutrophils,"ECArteriolar, ECArteriar, ECSinusoidal"
226,0.19553149709469048,1.0630119057582335e-05,send MHC-II send TGFb,Dendritic cells,Osteoblasts
179,0.1963537364961339,9.741617613220774e-06,send PARs send PECAM1,"EoBaso prog, Mono prog, small preB, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal","Mk prog, Ery prog, MEP, EryMk prog, Myofibroblasts, ECArteriolar, ECSinusoidal"
162,0.19658649613787954,9.50323757978188e-06,send CD45 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, MPP, CMP, lin, T cells, CLP, LMPPs, Monocytes","B cell, ECSinusoidal"
163,0.19658649613787962,9.503237579781811e-06,receive CD22 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, T cells, LMPPs, Monocytes","B cell, GMP, CMP, MPP, lin, CLP"
161,0.19763809918636804,8.49380108078801e-06,send MHC-II send PARs,"Mk prog, EryMk prog, Ery prog, Dendritic cells","Dendritic cells, MEP, HSC, Myofibroblasts, ECArteriolar, ECSinusoidal"
231,0.19806117034724038,8.117239946544845e-06,send GRN send MHC-II,Dendritic cells,Schwanncells
230,0.19863693677705108,7.630258580528984e-06,send MIF send VEGF,"B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP","ECArteriolar, ECArteriar, ECSinusoidal"
200,0.1986674781895591,7.605220534934641e-06,send CD45 send CCL,"Neutrophils, Monocytes","B cell, ECSinusoidal"
199,0.1986674781895591,7.605220534934641e-06,send CCL receive CD22,B cell,"Neutrophils, Monocytes"
180,0.19881460026088035,7.48570229492271e-06,send PARs receive PECAM1,"EoBaso prog, Mono prog, small preB, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
108,0.19894289827927483,7.382939787017085e-06,send CD34 receive PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, ECArteriar, LMPPs, ECArteriolar, T cells, Smoothmuscle, ECSinusoidal","HSC, ECSinusoidal"
109,0.19894289827927483,7.382939787017085e-06,send CD34 send PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, HSC, LMPPs, T cells, Smoothmuscle, ECSinusoidal","Schwanncells, HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal"
229,0.20013171319471185,6.492604071394993e-06,send IL16 receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes",Dendritic cells
234,0.20014004364762392,6.4867425508468395e-06,send ANGPT send GRN,Schwanncells,"ECArteriolar, ECArteriar, ECSinusoidal"
237,0.20114884017634752,5.813052571211232e-06,send ANGPT send CD52,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP","ECArteriolar, ECArteriar, ECSinusoidal"
216,0.20237223804809198,5.085442905481214e-06,send CCL send MHC-II,"Neutrophils, Monocytes",Dendritic cells
181,0.20240162837661285,5.069081272020183e-06,send PECAM1 send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal","EoBaso prog, B cell, Dendritic cells, GranMono prog, Schwanncells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal"
239,0.20285615508033136,4.822356113654437e-06,send IL16 send MHC-II,Dendritic cells,Dendritic cells
99,0.20353671402212206,4.474263778748491e-06,send CD52 receive GALECTIN,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, MEP, EryMk prog, CMP, large preB, proB, CLP, LMPPs, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
221,0.2042693883856061,4.126383375938101e-06,send FGF send MHC-I,"T cells, NK cells","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
21,0.2049224853876143,3.838205037115073e-06,send SELPLG receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, Neutrophils, CMP, T cells, large preB, CLP, LMPPs, Monocytes","EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, LMPPs, GranMono prog, CMP, HSC, Neutrophils, large preB, CLP, T cells, ECSinusoidal, Monocytes"
26,0.2065529783923742,3.2003000345109e-06,send MHC-I receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, EryMk prog, MEP, Dendritic cells, GranMono prog, HSC, lin, MPP, proB, large preB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells","T cells, NK cells"
242,0.20801073650081814,2.7169403193416846e-06,send ANGPT send FGF,"MSPCAdipo, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal","ECArteriolar, Chondrocytes, ECArteriar, ECSinusoidal"
120,0.20807149147746054,2.698394388213646e-06,receive CD34 send PECAM1,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, HSC, lin, ECArteriar, CLP, ECArteriolar, LMPPs","EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, ECArteriar, LMPPs, ECArteriolar, T cells, Smoothmuscle, ECSinusoidal"
121,0.20807149147746054,2.698394388213646e-06,receive CD34 receive PECAM1,"LMPPs, Smoothmuscle, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, MPP, HSC, lin, ECArteriar, CLP, ECArteriolar, Mono prog, B cell, ECSinusoidal, small preB, Fibroblasts, Schwanncells, GMP, CMP, T cells","LMPPs, Smoothmuscle, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, MPP, HSC, lin, ECArteriar, CLP, ECArteriolar, Mono prog, B cell, ECSinusoidal, Fibroblasts, Schwanncells, GMP, CMP"
243,0.20966640193270172,2.25268475225761e-06,send ANNEXIN send IL16,Neutrophils,Dendritic cells
233,0.21081551578233268,1.976211846146994e-06,send ANGPTL send VEGF,"MSPCAdipo, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes","ECArteriolar, Chondrocytes, ECArteriar, ECSinusoidal"
115,0.2123767989091843,1.652198133156513e-06,receive SELPLG receive SEMA4,"B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, CLP, LMPPs, Monocytes"
47,0.21307244398240108,1.524831380773273e-06,receive GALECTIN receive SELPLG,"Mk prog, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, HSC, MPP, lin, large preB, proB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells","Mk prog, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, Dendritic cells, GranMono prog, HSC, MPP, lin, large preB, proB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells"
184,0.21432347385802647,1.3190856100146527e-06,receive BAFF receive SELL,"large preB, small preB, T cells, Neutrophils","EoBaso prog, Mono prog, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, CMP, Neutrophils, CLP, LMPPs, Monocytes"
246,0.2145983285393566,1.2775927621598659e-06,send PARs send TGFb,HSC,Osteoblasts
94,0.2154536891350876,1.1563225168581706e-06,send MHC-I receive PARs,"EoBaso prog, Mono prog, small preB, NK cells, Neutro prog, B cell, Dendritic cells, GranMono prog, GMP, HSC, Neutrophils, MPP, lin, CMP, CLP, T cells, LMPPs, Monocytes","T cells, NK cells"
142,0.2155822521133014,1.1390783321516172e-06,receive SEMA4 receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, CLP, Dendritic cells, Neutro prog, GranMono prog, GMP, Neutrophils, CMP, lin, MPP, proB, LMPPs, T cells, Monocytes","Osteoblasts, B cell, Dendritic cells, Monocytes"
218,0.21624878884699986,1.053558347584851e-06,send CD52 receive CD34,"EoBaso prog, Mono prog, Neutro prog, Fibroblasts, GranMono prog, GMP, HSC, lin, CMP, MPP, ECArteriar, CLP, ECArteriolar, LMPPs","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
248,0.21851212193717898,8.067899742085159e-07,send CXCL send TGFb,"NK cells, Dendritic cells",Osteoblasts
247,0.21906830888114925,7.552485062997629e-07,send FGF send MHC-II,Dendritic cells,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo"
168,0.21999316193742788,6.764702900538426e-07,send ANNEXIN receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, CLP, Dendritic cells, GranMono prog, GMP, MPP, Neutrophils, CMP, lin, proB, LMPPs, T cells, Monocytes",Neutrophils
250,0.22131140965859616,5.776945817043608e-07,send FGF send TGFb,"Schwanncells, Osteoblasts, Smoothmuscle","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Myofibroblasts, Osteoblasts, MSPCOsteo"
44,0.2220380945705279,5.293328031143983e-07,send CD45 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, lin, Neutrophils, CMP, large preB, CLP, LMPPs, Monocytes","B cell, ECSinusoidal"
43,0.22203809457052792,5.293328031143946e-07,receive CD22 receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, T cells, Neutrophils, large preB, LMPPs, Monocytes","CLP, B cell, CMP, lin"
17,0.22232668669636024,5.112273203557361e-07,receive GALECTIN receive SELL,"Mk prog, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, proB, large preB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells","Mk prog, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, large preB, proB, CLP, Monocytes, Mono prog, B cell, Erythroblasts, small preB, Ery prog, GMP, CMP, T cells"
72,0.22287674595723767,4.783534204466141e-07,send IL16 receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, GranMono prog, MPP, lin, proB, large preB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells",Dendritic cells
65,0.22296738205283673,4.731354933163598e-07,receive CD34 receive SELL,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, HSC, MPP, lin, large preB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","EoBaso prog, Mono prog, Neutro prog, NK cells, Fibroblasts, Dendritic cells, B cell, GranMono prog, GMP, MPP, lin, HSC, CMP, ECArteriar, CLP, ECArteriolar, LMPPs, Monocytes"
249,0.22347707936875338,4.4479626762672224e-07,send ANNEXIN send SELL,Neutrophils,"Mono prog, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
98,0.22382662274897605,4.263130358997797e-07,receive GALECTIN send SELL,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, MEP, EryMk prog, CMP, large preB, proB, CLP, LMPPs, Monocytes","Mono prog, Fibroblasts, GranMono prog, GMP, MPP, CMP, ECArteriar, ECArteriolar, LMPPs"
210,0.22490474015025935,3.7384166423819246e-07,receive ANGPTL send VCAM,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","MSPCAdipo, Neutro prog, Myofibroblasts, MSPCOsteo, ECSinusoidal"
254,0.22559310087403778,3.4365209007606043e-07,send CXCL send ESAM,"NK cells, Dendritic cells","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
255,0.22559310087403778,3.4365209007606043e-07,send CXCL receive ESAM,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","NK cells, Dendritic cells"
257,0.22623030108579564,3.1780776981987825e-07,send CXCL send PARs,"NK cells, Dendritic cells",HSC
102,0.22636345224533858,3.1264874612899135e-07,send CD34 receive GALECTIN,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, MEP, EryMk prog, GMP, CMP, lin, large preB, proB, CLP, LMPPs, Monocytes",ECSinusoidal
125,0.2268361160444965,2.9497822962849754e-07,send ANGPT send CD34,"ECSinusoidal, HSC","ECArteriolar, ECArteriar, ECSinusoidal"
169,0.22688759520252708,2.9311279521555785e-07,send PECAM1 receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, HSC, proB, large preB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells","EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, ECArteriar, LMPPs, ECArteriolar, T cells, Smoothmuscle, ECSinusoidal"
170,0.22688759520252713,2.931127952155572e-07,receive PECAM1 receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, HSC, proB, large preB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells","Neutrophils, LMPPs, Smoothmuscle, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, HSC, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, Mono prog, B cell, ECSinusoidal, small preB, Ery prog, Schwanncells, GMP, CMP, T cells"
238,0.22704541061922606,2.874645949554765e-07,send PSAP receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, large preB, CLP, LMPPs, Monocytes",Schwanncells
251,0.2280031240449383,2.553706632559429e-07,receive MK receive VISFATIN,"Mono prog, Neutro prog, Mk prog, Erythroblasts, Dendritic cells, MEP, GranMono prog, Ery prog, GMP, CMP, HSC, MPP, lin, CLP, Monocytes","MSPCAdipo, Osteo, MSPCOsteo"
245,0.23105957009276884,1.7441239171306413e-07,send IL16 send MHC-I,"T cells, NK cells",Dendritic cells
222,0.23120396570526072,1.7127621990688938e-07,send CD45 send SELL,"Mono prog, B cell, Fibroblasts, GranMono prog, GMP, CMP, MPP, LMPPs, ECSinusoidal","B cell, Fibroblasts, GMP, MPP, CMP, ECArteriar, ECArteriolar, ECSinusoidal"
223,0.23120396570526072,1.7127621990688938e-07,receive CD22 send SELL,B cell,"Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
260,0.23155119570216445,1.639555584068564e-07,send CD34 receive CD22,B cell,ECSinusoidal
259,0.23155119570216445,1.639555584068564e-07,send CD34 send CD45,"B cell, ECSinusoidal",ECSinusoidal
205,0.235777820527117,9.580845104016722e-08,send MHC-II send SELL,"GranMono prog, Mono prog, LMPPs, Dendritic cells","Fibroblasts, Dendritic cells, GMP, CMP, MPP, ECArteriar, ECArteriolar"
261,0.2358137241058994,9.536802349399404e-08,send CD34 send PSAP,Schwanncells,ECSinusoidal
241,0.236413918656285,8.828849256968699e-08,send ESAM send MHC-I,"T cells, NK cells","HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes"
240,0.236413918656285,8.828849256968699e-08,receive ESAM send MHC-I,"HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal, Pericytes","T cells, NK cells"
114,0.23686481525302508,8.330652099086359e-08,send GRN receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, MPP, T cells, Neutrophils, CMP, large preB, CLP, LMPPs, Monocytes",Schwanncells
262,0.2383113977562842,6.908879265782112e-08,send CD52 receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
167,0.2391315900330758,6.210047899756839e-08,send ANGPT receive PARs,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, MPP, lin, HSC, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, Osteoblasts, T cells","ECArteriolar, ECArteriar, ECSinusoidal"
236,0.24027399884761022,5.3494206009543165e-08,receive PECAM1 send SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, ECArteriar, LMPPs, ECArteriolar, T cells, Smoothmuscle, ECSinusoidal",HSC
235,0.24027399884761025,5.349420600954297e-08,send PECAM1 send SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, HSC, LMPPs, T cells","Schwanncells, HSC, ECArteriar, ECArteriolar, Smoothmuscle, ECSinusoidal"
263,0.24537214573850522,2.723780020814767e-08,send ANGPT send TGFb,Osteoblasts,"ECArteriolar, ECArteriar, ECSinusoidal"
119,0.24583869631215627,2.5586906453339183e-08,send CD34 send MHC-I,"T cells, NK cells","ECSinusoidal, HSC"
265,0.24597205836769784,2.5133077462531485e-08,send ANNEXIN send MHC-II,Neutrophils,Dendritic cells
101,0.24833457196696893,1.82731283103183e-08,receive SELL receive SEMA4,"B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, CLP, LMPPs, Monocytes"
267,0.2519289794770668,1.1180607346914968e-08,send PARs receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
256,0.25214408322153575,1.0854077701505352e-08,send CXCL receive PARs,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, HSC, lin, MPP, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, Osteoblasts, T cells","NK cells, Dendritic cells"
271,0.253727754186179,8.718773092414888e-09,send VISFATIN send VCAM,Neutro prog,HSC
272,0.253844403190349,8.578716128773313e-09,send VCAM send VISFATIN,HSC,"MSPCAdipo, Myofibroblasts, MSPCOsteo, ECSinusoidal"
270,0.2541772958371803,8.190908125558328e-09,send VCAM receive VISFATIN,"Mono prog, Neutro prog, Mk prog, Erythroblasts, Dendritic cells, MEP, GranMono prog, Ery prog, GMP, CMP, HSC, MPP, lin, CLP, Monocytes","MSPCAdipo, Neutro prog, Myofibroblasts, MSPCOsteo, ECSinusoidal"
274,0.2552850528819005,7.0189597564330865e-09,send MHC-II send PSAP,Dendritic cells,Schwanncells
269,0.2575699305748181,5.092773067182342e-09,send MIF receive MK,"MSPCAdipo, Osteo, MSPCOsteo","B cell, Fibroblasts, Dendritic cells, Myofibroblasts, CLP"
275,0.25855514668001417,4.430621015699132e-09,send CD34 send GRN,Schwanncells,ECSinusoidal
