,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
39,0.1537625482164809,0.0005601444367848001,receive APP receive ANGPTL,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
217,0.15422320391315303,0.0005388230161044674,receive SEMA3 send VCAM,Fibroblasts,HSC
219,0.1545943210773607,0.0005221968567529655,send CD34 receive SELE,ECSinusoidal,ECSinusoidal
220,0.15460482847527887,0.0005217331366592111,receive BAFF send IL16,Neutrophils,Dendritic cells
221,0.15498502914526996,0.0005052090051909208,receive ANGPTL send VISTA,"Chondrocytes, Osteo, Fibroblasts, Pericytes",Schwanncells
224,0.155050584822928,0.0005024094988739824,send CXCL send VISTA,"NK cells, Dendritic cells",Schwanncells
100,0.15582182099258252,0.00047053940254859766,send SEMA4 receive VCAM,"EoBaso prog, NK cells, Erythroblasts, Dendritic cells, HSC, T cells, Monocytes","MSPCAdipo, MSPCOsteo"
141,0.1558516603656586,0.0004693449687747081,send SELL send TGFb,"Mono prog, GranMono prog, GMP, CMP, MPP, Osteoblasts, LMPPs","ECArteriolar, Osteoblasts, ECArteriar, Fibroblasts"
211,0.15591203776490878,0.00046693675608531056,send CCL receive PARs,"small preB, T cells, CLP",Monocytes
188,0.15610778106401513,0.000459208140816264,send MHC-II send SELL,"EoBaso prog, Mono prog, Dendritic cells, GranMono prog, LMPPs","Fibroblasts, Dendritic cells, GMP, CMP, MPP, ECArteriar, ECArteriolar"
227,0.15612875828894107,0.0004583869862066455,send CD52 receive GALECTIN,lin,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
3,0.15655361210552438,0.0004420472378585539,receive GALECTIN send SELPLG,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, EryMk prog, MEP, Ery prog, GMP, CMP, lin, proB, large preB, CLP, ECArteriolar, LMPPs, Monocytes","EoBaso prog, small preB, Neutro prog, B cell, GranMono prog, GMP, CMP, Neutrophils, HSC, lin, large preB, CLP, LMPPs"
180,0.15665669336427077,0.0004381653159726805,send CCL send SEMA4,"MSPCAdipo, Dendritic cells, Neutrophils, Osteoblasts, MSPCOsteo, Monocytes","MSPCAdipo, Osteoblasts, MSPCOsteo"
229,0.15682298811574788,0.00043196966053160954,send COMPLEMENT send SEMA4,"Neutrophils, Monocytes","MSPCAdipo, MSPCOsteo"
201,0.15714281254783674,0.0004202825320321877,receive SEMA4 receive TENASCIN,"Osteoblasts, B cell, Dendritic cells, Monocytes","MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo"
225,0.15751566801327682,0.00040702939936244665,receive CCL send LAIR1,"B cell, Neutrophils, Monocytes",Monocytes
154,0.15763831527585906,0.0004027556825881618,receive CLEC receive GRN,"Mono prog, small preB, Neutro prog, B cell, Dendritic cells, GranMono prog, Monocytes","MSPCAdipo, Mono prog, Osteo, B cell, Dendritic cells, Fibroblasts, GranMono prog, lin, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Monocytes"
116,0.15793040399277145,0.000392745389512955,send LAIR1 receive SELL,"Mono prog, NK cells, B cell, Dendritic cells, GranMono prog, Neutrophils, T cells, LMPPs, Monocytes",Monocytes
226,0.1581512103004425,0.00038533241024512195,send IL16 receive MK,"MSPCAdipo, Osteo, MSPCOsteo",Dendritic cells
222,0.15826451473265998,0.00038157932872709324,receive SELPLG send TGFb,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, CMP, T cells, MPP, lin, CLP, LMPPs, Monocytes",Osteoblasts
233,0.15859448188163977,0.00037084267509304584,receive COLLAGEN send SELL,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes",lin
53,0.15862470295704154,0.00036987353161838977,receive GALECTIN receive PECAM1,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Mk prog, Ery prog, Erythroblasts, GranMono prog, Neutro prog, GMP, T cells, CMP, lin, CLP, LMPPs, Smoothmuscle, Monocytes","EoBaso prog, CLP, Mono prog, Neutro prog, B cell, Mk prog, Ery prog, EryMk prog, GranMono prog, Erythroblasts, NK cells, GMP, CMP, lin, LMPPs, ECArteriolar, Smoothmuscle, Monocytes"
54,0.15862470295704154,0.00036987353161838977,receive GALECTIN send PECAM1,"Neutro prog, Mk prog, Erythroblasts, EryMk prog, Ery prog, GMP, CMP, lin, CLP, ECArteriolar, LMPPs, Monocytes","EoBaso prog, Mono prog, small preB, NK cells, B cell, GranMono prog, T cells, LMPPs, Smoothmuscle"
101,0.1587999585754629,0.00036429973404476844,receive ANGPTL send CCL,"Chondrocytes, Osteo, Fibroblasts, Pericytes","Mono prog, NK cells, Erythroblasts, GranMono prog, Neutrophils, lin, ECSinusoidal"
234,0.15889546960455606,0.000361295180433733,receive IL7 send TGFb,MSPCAdipo,Osteoblasts
216,0.15898448465323678,0.0003585157879771615,send LCK receive PTN,"Schwanncells, Osteoblasts, Osteo",T cells
236,0.15951049212233623,0.00034249458987435617,receive CSF send PARs,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
238,0.15982250041744353,0.00033330954754976676,receive IL7 send MHC-I,MSPCAdipo,T cells
202,0.16002127599035104,0.0003275782889608776,receive SEMA3 receive VCAM,"EoBaso prog, NK cells, Neutro prog, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, HSC, CLP, T cells, Monocytes",Fibroblasts
196,0.16009701044736852,0.00032541894416679396,send CCL send MHC-II,"Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog","Dendritic cells, ECSinusoidal, lin"
179,0.16028030660791662,0.00032024764245349054,receive IGF receive SELL,"Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, Neutrophils, CMP, T cells, CLP, LMPPs, Monocytes","MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes"
191,0.16031559246176294,0.00031926097354467,receive FN1 send SELPLG,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes","GMP, lin"
159,0.16061845696790356,0.0003109081457248835,receive MK send SELL,"MSPCAdipo, Osteo, MSPCOsteo","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
237,0.1606798925312618,0.00030923886873850906,send ANGPTL receive KIT,"MSPCAdipo, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Osteo, Dendritic cells, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
240,0.160826503659322,0.00030528901606847173,receive IL2 send LCK,Neutro prog,T cells
132,0.16110083479006398,0.00029802447705888613,receive CD52 send IL16,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, HSC, lin, MPP, proB, large preB, CLP, Monocytes, Mono prog, B cell, GMP, CMP, T cells",Dendritic cells
20,0.1615037404336662,0.00028764730697346214,send CCL receive GALECTIN,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, EryMk prog, MEP, GMP, CMP, lin, proB, large preB, CLP, ECArteriolar, LMPPs, Monocytes","Mono prog, NK cells, Erythroblasts, Dendritic cells, GranMono prog, Neutrophils, lin, ECSinusoidal, Monocytes"
186,0.16168850212732416,0.0002830023655675403,receive IL7 send SELPLG,MSPCAdipo,"EoBaso prog, small preB, GMP, lin, large preB"
50,0.16180110068101367,0.00028020607935865086,receive APP receive CSF,"MSPCAdipo, Neutro prog, Osteo, GranMono prog, Schwanncells, GMP, MPP, lin, Neutrophils, Myofibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, Osteo, Schwanncells, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
244,0.1622330920417439,0.00026971566871285046,send APP send SEMA4,"B cell, Dendritic cells, CLP","MSPCAdipo, MSPCOsteo"
136,0.16227091764178236,0.00026881481132081894,send MHC-I send SELL,"T cells, NK cells","EoBaso prog, Mono prog, Fibroblasts, GMP, MPP, lin, CLP"
146,0.16271777920757816,0.00025838300495468477,send ANGPTL receive LAMININ,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes","MSPCAdipo, Chondrocytes, small preB, B cell, Fibroblasts, Dendritic cells, Osteo, large preB, proB, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
241,0.162816699811171,0.00025612548622678166,receive ADIPONECTIN receive IGF,"MSPCAdipo, Osteo, MSPCOsteo, Pericytes","MSPCAdipo, Fibroblasts, MSPCOsteo"
212,0.16283741903787155,0.0002556549835674764,receive APP receive FN1,"MSPCAdipo, Mono prog, Chondrocytes, Neutro prog, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes","MSPCAdipo, Mono prog, Chondrocytes, Osteo, Fibroblasts, Pericytes, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Monocytes"
134,0.16311641920010753,0.00024939750174160833,receive APP send VCAM,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts",HSC
121,0.16314177475070585,0.0002488359780757463,receive IL2 receive SELPLG,"T cells, Neutro prog, small preB","EoBaso prog, Mono prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, GMP, CMP, lin, MPP, CLP, LMPPs, Monocytes"
35,0.16339372672384123,0.0002433201324111267,receive CD34 receive KIT,"EoBaso prog, MSPCAdipo, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs, MSPCOsteo, Pericytes","MSPCAdipo, Fibroblasts, ECArteriar, ECArteriolar, MSPCOsteo, Pericytes"
37,0.1637122914339514,0.00023650962793640424,receive PTN send SELL,"Schwanncells, Osteoblasts, Osteo","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, ECArteriolar, LMPPs"
246,0.16374252674426826,0.0002358725869698759,send CCL receive ncWNT,Osteoblasts,"MSPCAdipo, Osteoblasts, MSPCOsteo"
247,0.16383689283074448,0.0002338946544902501,receive CCL receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",MSPCAdipo
248,0.16387634526983486,0.00023307233210898408,send CXCL receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","NK cells, Dendritic cells"
63,0.1638977608430987,0.0002326270924733399,send PECAM1 send SELPLG,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, GranMono prog, lin, large preB, CLP, Monocytes, Mono prog, B cell, ECSinusoidal, small preB, Schwanncells, GMP, CMP, T cells","Neutrophils, LMPPs, Smoothmuscle, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, lin, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, Mono prog, B cell, ECSinusoidal, small preB, Schwanncells, GMP, CMP, T cells"
64,0.16389776084309873,0.00023262709247333938,receive PECAM1 send SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Dendritic cells, GranMono prog, Schwanncells, T cells, ECArteriar, ECArteriolar, LMPPs, Smoothmuscle, ECSinusoidal","EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, LMPPs, GranMono prog, GMP, CMP, Neutrophils, lin, large preB, CLP, T cells, ECSinusoidal, Monocytes"
165,0.16466792313689055,0.0002171339809605453,send GALECTIN receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","Osteo, Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, MEP, GranMono prog, EryMk prog, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
252,0.1652184122550444,0.0002066577899367775,send IL16 send PSAP,Dendritic cells,Schwanncells
253,0.16523700652384876,0.00020631233185627307,send ANGPT send PARs,HSC,"ECArteriolar, ECArteriar, ECSinusoidal"
194,0.16593383268099743,0.0001937493104438186,send CD52 send GALECTIN,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, proB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, T cells","Osteo, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, proB, CLP, Monocytes, Mono prog, B cell, small preB, Fibroblasts, Ery prog, GMP, CMP, Osteoblasts, T cells"
258,0.1661055242339689,0.000190765885191543,send CD34 send LAIR1,Monocytes,ECSinusoidal
82,0.16658431228690163,0.00018267195168676254,send MHC-I receive SELPLG,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, Dendritic cells, MEP, GranMono prog, MPP, lin, HSC, proB, CLP, Monocytes, Mono prog, B cell, small preB, GMP, CMP, T cells","T cells, NK cells"
245,0.16666476094130536,0.00018134396399323307,send LCK receive MK,"MSPCAdipo, Osteo, MSPCOsteo",T cells
257,0.16688386065789806,0.0001777729635371615,receive CCL receive TENASCIN,"Osteoblasts, Osteo, MSPCOsteo","MSPCAdipo, Fibroblasts, MSPCOsteo"
123,0.1678762505652864,0.00016240851523779802,send ANGPTL send COMPLEMENT,"small preB, Neutrophils, large preB, proB, Monocytes","MSPCAdipo, Chondrocytes, B cell, Fibroblasts, Dendritic cells, Osteo, Monocytes, Neutrophils, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
250,0.1681040192252346,0.00015906241359374973,receive ANGPTL send CD52,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
261,0.16810790362600656,0.000159005913665924,send MHC-I receive TENASCIN,"MSPCAdipo, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo",T cells
38,0.16827896344318088,0.00015653638097887104,receive ANGPTL receive APP,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes"
215,0.16903401849492053,0.00014605975673838434,receive APP send GRN,"GranMono prog, GMP, MPP, lin, Neutrophils",Schwanncells
87,0.1693617973611879,0.00014171980375219387,receive IGF receive PARs,"EoBaso prog, Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, Neutrophils, CMP, lin, MPP, LMPPs, Monocytes","MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes"
184,0.1703267682119343,0.00012963556143765837,send ANGPT receive SELPLG,"large preB, HSC, EryMk prog, MEP","ECArteriolar, ECArteriar, ECSinusoidal"
263,0.17070053935214657,0.00012522046755129507,receive ANGPTL send LCK,"MSPCAdipo, MEP, Osteoblasts, MSPCOsteo, ECSinusoidal",T cells
262,0.17148427692173204,0.00011641746286393085,receive COLLAGEN send LCK,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes",T cells
239,0.17150438078937463,0.00011619950041715138,send MHC-I send PSAP,"T cells, NK cells",Schwanncells
266,0.17162322963810264,0.00011491878169492784,receive CD22 send MHC-II,B cell,Dendritic cells
267,0.17162322963810264,0.00011491878169492784,send CD45 send MHC-II,Dendritic cells,"B cell, ECSinusoidal"
69,0.1717677351427562,0.0001133794655909343,receive ADIPONECTIN receive PARs,"EoBaso prog, Mono prog, NK cells, B cell, Neutro prog, GranMono prog, GMP, CMP, lin, MPP, LMPPs","MSPCAdipo, MSPCOsteo"
270,0.17220300009798223,0.0001088592255217379,receive CSF send PSAP,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",Schwanncells
271,0.17224429661539312,0.00010843928007882742,send ANGPT send SELPLG,HSC,"ECArteriolar, ECArteriar, ECSinusoidal"
269,0.1722787014599901,0.00010809058036371816,send CD34 receive IGF,"MSPCAdipo, Osteo, Fibroblasts, MSPCOsteo, Pericytes",ECSinusoidal
249,0.17280175963716876,0.00010291750543061607,send CD52 receive IL2,"MSPCAdipo, Neutro prog","small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
31,0.17285931004266408,0.00010236277699496523,send SELL send SELPLG,"Neutrophils, LMPPs, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, HSC, lin, large preB, CLP, Monocytes, Mono prog, B cell, ECSinusoidal, small preB, GMP, CMP, T cells","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
171,0.17295866654535672,0.00010141169579530533,receive SEMA4 receive SELPLG,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, MPP, Neutrophils, lin, CMP, proB, CLP, T cells, LMPPs, Monocytes","NK cells, B cell, Neutro prog, Dendritic cells, Osteoblasts, Monocytes"
126,0.17314386378605923,9.96610683549677e-05,send GALECTIN receive IL2,Neutro prog,"EoBaso prog, Mono prog, small preB, Neutro prog, Osteo, NK cells, EryMk prog, Fibroblasts, Dendritic cells, B cell, CMP, T cells, Neutrophils, Osteoblasts, LMPPs, Monocytes"
16,0.1732478193103028,9.869090431721694e-05,receive APP receive GALECTIN,"Mk prog, Osteo, Neutrophils, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, EryMk prog, MEP, GranMono prog, MPP, lin, proB, large preB, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts","Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, EryMk prog, MEP, GranMono prog, MPP, lin, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
228,0.17324791611909304,9.869000500703751e-05,send MHC-II receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, CLP, GranMono prog, GMP, MPP, lin, CMP, Neutrophils, proB, LMPPs, T cells, Monocytes",Dendritic cells
33,0.17403458905476948,9.163143198401608e-05,receive GALECTIN receive SELL,"Mk prog, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, EryMk prog, GranMono prog, MEP, large preB, proB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, CMP, T cells","Mk prog, Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, Dendritic cells, MEP, GranMono prog, EryMk prog, large preB, proB, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, CMP, T cells"
21,0.17423553180218418,8.990621507633678e-05,send MHC-I receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","T cells, NK cells"
86,0.17428833285864892,8.945798712787218e-05,receive APP receive VCAM,"EoBaso prog, Mono prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, GMP, HSC, MPP, Neutrophils, lin, CLP, T cells, Monocytes","Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, GranMono prog, HSC, MPP, lin, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, GMP, Myofibroblasts, Osteoblasts"
199,0.1743880264251263,8.861742123187125e-05,send LIGHT receive PARs,"EoBaso prog, Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, LMPPs, Monocytes","Osteoblasts, Chondrocytes, MSPCOsteo, ECSinusoidal"
275,0.17443303158122622,8.824040254700432e-05,send ANNEXIN send VISTA,Neutrophils,Schwanncells
278,0.1749968438469283,8.364344286480048e-05,send PARs send SEMA4,"MSPCAdipo, Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, MSPCOsteo","MSPCAdipo, ECSinusoidal, MSPCOsteo, ECArteriolar"
274,0.1751846104538153,8.2163276028593e-05,receive FN1 send LCK,"Chondrocytes, Osteo, Fibroblasts, Osteoblasts, MSPCOsteo, Monocytes",T cells
103,0.17541960182189564,8.034559942684933e-05,send SELPLG send SELL,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, CLP, LMPPs","EoBaso prog, Mono prog, B cell, Dendritic cells, GranMono prog, GMP, CMP, lin, HSC, CLP, LMPPs, ECSinusoidal"
280,0.1756981648275173,7.823998404803698e-05,send COMPLEMENT receive CSF,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes","Neutrophils, Monocytes"
272,0.17590361781924818,7.672044207760973e-05,receive CCL send SEMA4,"B cell, Neutrophils, Monocytes","MSPCAdipo, MSPCOsteo"
189,0.17695448014136747,6.937364909581227e-05,send LCK send SELPLG,"large preB, T cells, small preB","EoBaso prog, Mono prog, CLP, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, CMP, Neutrophils, lin, LMPPs, T cells, ECSinusoidal, Monocytes"
273,0.17782621405728102,6.378803778539316e-05,receive CCL send GRN,"B cell, Neutrophils, Monocytes",Schwanncells
177,0.1778349767542364,6.373410840815001e-05,receive SELPLG receive SEMA4,"Neutro prog, NK cells, B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, GMP, MPP, lin, CMP, CLP, LMPPs, Monocytes"
209,0.17784594549971178,6.366666270602014e-05,send SELL receive THBS,"Chondrocytes, Osteo, Fibroblasts, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, CLP, ECArteriolar, LMPPs"
214,0.17850423268976084,5.974001550320665e-05,send SELPLG receive SEMA4,"Osteoblasts, B cell, Dendritic cells, Monocytes","EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, B cell, Dendritic cells, LMPPs, GranMono prog, GMP, CMP, Neutrophils, lin, large preB, CLP, T cells, ECSinusoidal, Monocytes"
283,0.1794535408202926,5.447814035873403e-05,receive FN1 receive IL7,"MSPCAdipo, Osteo, Osteoblasts, MSPCOsteo, Monocytes","MSPCAdipo, Chondrocytes, Fibroblasts"
256,0.1795818602006147,5.380142952334162e-05,send ANGPTL send CCL,"small preB, Neutrophils, large preB, proB, Monocytes","MSPCAdipo, Chondrocytes, B cell, Fibroblasts, Dendritic cells, Osteo, Monocytes, Neutrophils, ECArteriar, Myofibroblasts, CLP, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
169,0.17984237893427318,5.24518957991084e-05,receive APP send MHC-I,"Osteo, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts","T cells, NK cells"
268,0.1804587861961223,4.938503840198663e-05,receive LAMININ receive SELL,"Mono prog, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, Neutrophils, T cells, CMP, CLP, LMPPs, Monocytes","MSPCAdipo, CLP, Mono prog, NK cells, Osteo, B cell, Fibroblasts, Dendritic cells, GranMono prog, Monocytes, CMP, LMPPs, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes"
85,0.1805032238333086,4.917062306178616e-05,send SELL receive SEMA4,"NK cells, B cell, Neutro prog, Dendritic cells, Osteoblasts, Monocytes","EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, lin, MPP, ECArteriar, ECArteriolar, LMPPs"
178,0.18150374762012478,4.456967010323163e-05,send IL16 receive SELPLG,"EoBaso prog, Mono prog, small preB, Neutro prog, NK cells, CLP, Dendritic cells, GranMono prog, GMP, MPP, CMP, lin, proB, LMPPs, T cells, Monocytes",Dendritic cells
286,0.181631230362376,4.401356941150507e-05,receive IFN-II send PARs,NK cells,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
285,0.1818722337553242,4.298015339717486e-05,receive COLLAGEN receive IL2,Neutro prog,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, Schwanncells, ECArteriar, Myofibroblasts, ECArteriolar, Osteoblasts, Smoothmuscle, MSPCOsteo, ECSinusoidal, Pericytes"
287,0.18188427633244011,4.292912194133761e-05,receive CSF send VISTA,"MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes",Schwanncells
149,0.1818879490147549,4.29135700412406e-05,send CD34 receive GALECTIN,"EoBaso prog, small preB, Mk prog, EryMk prog, Ery prog, MEP, large preB, proB, CLP",ECSinusoidal
288,0.18190512639362932,4.284090348778762e-05,send COMPLEMENT send GRN,"Neutrophils, Monocytes",Schwanncells
279,0.18207112938625322,4.2144621974475695e-05,receive IL2 send SELL,Neutro prog,"Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs"
289,0.18358490550484424,3.6270684244476085e-05,receive IL7 send PSAP,MSPCAdipo,Schwanncells
107,0.1838078909974693,3.547390987634687e-05,receive GALECTIN send MHC-II,"EoBaso prog, small preB, Neutro prog, Mk prog, Erythroblasts, Ery prog, MEP, EryMk prog, GMP, CMP, lin, proB, CLP, ECArteriolar, LMPPs, Monocytes",Dendritic cells
282,0.18465617713565327,3.2591657526302774e-05,send MHC-II receive MIF,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, GranMono prog, MEP, MPP, lin, HSC, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells",Dendritic cells
